id;name;typ;untertyp;status;kapazitaet_max;kapazitaet_verfuegbar;auslastung_prozent;strasse;plz;ort;stadtteil;lat;lon;barrierefrei;stromversorgung_notstrom;wasser_verfuegbar;sanitaer_verfuegbar;betreiber;ansprechpartner;letzte_pruefung;prioritaet;hinweis
"NK-0072";"Notunterkunft Auenfeld 72";"Notunterkunft";"Sporthalle";"ausser Betrieb";"36";"0";"100";"Musterstrasse 72";"73728";"Esslingen am Neckar";"Auenfeld";"48.72861547470766";"9.28212716015524";"ja";"ja";"ja";"ja";"Ordnungsamt";"Kommunaler Bereitschaftsdienst";"2025-09-14";"mittel";"Regelbetrieb nach kommunalem Notfallplan"
"NK-0073";"Notunterkunft Mitte 73";"Notunterkunft";"Sporthalle";"aktiv";"52";"12";"77";"Musterstrasse 73";"73728";"Esslingen am Neckar";"Mitte";"48.7419";"9.320123608744145";"ja";"nein";"ja";"ja";"Stadtverwaltung";"Amt fuer Bevoelkerungsschutz";"2025-11-07";"mittel";"Zugang ueber Nordseite, Schluessel im Stabsraum hinterlegt"
"NK-0074";"Notunterkunft Nord 74";"Notunterkunft";"Sporthalle";"aktiv";"254";"192";"24";"Musterstrasse 74";"73728";"Esslingen am Neckar";"Nord";"48.76021112814457";"9.33624748800371";"ja";"ja";"ja";"ja";"Feuerwehr";"Kommunaler Bereitschaftsdienst";"2025-11-16";"mittel";"Regelbetrieb nach kommunalem Notfallplan"
"NK-0075";"Notunterkunft Sued 75";"Notunterkunft";"Sporthalle";"aktiv";"89";"26";"71";"Musterstrasse 75";"73728";"Esslingen am Neckar";"Sued";"48.75808102269806";"9.313901849985855";"ja";"ja";"ja";"ja";"DRK";"Kommunaler Bereitschaftsdienst";"2025-09-05";"mittel";"Regelbetrieb nach kommunalem Notfallplan"
"NK-0076";"Notunterkunft Weststadt 76";"Notunterkunft";"Sporthalle";"eingeschraenkt";"87";"28";"68";"Musterstrasse 76";"73728";"Esslingen am Neckar";"Weststadt";"48.77788350400064";"9.304499149733454";"nein";"ja";"ja";"ja";"Technisches Hilfswerk";"Amt fuer Bevoelkerungsschutz";"2025-10-20";"niedrig";"Regelbetrieb nach kommunalem Notfallplan"
"NK-0077";"Notunterkunft Oberdorf 77";"Notunterkunft";"Sporthalle";"eingeschraenkt";"98";"50";"49";"Musterstrasse 77";"73728";"Esslingen am Neckar";"Oberdorf";"48.76068643212925";"9.293659841564024";"ja";"nein";"ja";"ja";"Gebaeudemanagement";"Kommunaler Bereitschaftsdienst";"2026-04-30";"mittel";"Regelbetrieb nach kommunalem Notfallplan"
"NK-0078";"Notunterkunft Pliensauvorstadt 78";"Notunterkunft";"Sporthalle";"eingeschraenkt";"260";"66";"75";"Musterstrasse 78";"73728";"Esslingen am Neckar";"Pliensauvorstadt";"48.754602320799435";"9.282359661025113";"ja";"ja";"ja";"ja";"Ordnungsamt";"Kommunaler Bereitschaftsdienst";"2026-04-23";"hoch";"Regelbetrieb nach kommunalem Notfallplan"
"NK-0079";"Notunterkunft Zell 79";"Notunterkunft";"Sporthalle";"ausser Betrieb";"132";"0";"100";"Musterstrasse 79";"73728";"Esslingen am Neckar";"Zell";"48.741645073633485";"9.259121330542134";"ja";"ja";"ja";"ja";"Stadtverwaltung";"Amt fuer Bevoelkerungsschutz";"2026-01-26";"mittel";"Regelbetrieb nach kommunalem Notfallplan"
"NK-0080";"Notunterkunft Obertal 80";"Notunterkunft";"Sporthalle";"geplant";"141";"67";"52";"Musterstrasse 80";"73728";"Esslingen am Neckar";"Obertal";"48.72474354326892";"9.275327908595536";"ja";"ja";"ja";"ja";"Feuerwehr";"Kommunaler Bereitschaftsdienst";"2025-12-25";"mittel";"Regelbetrieb nach kommunalem Notfallplan"
"NK-0081";"Notfall-Anlaufstelle Sulzgries 81";"Notfall-Anlaufstelle";"Buergerhaus";"aktiv";"123";"26";"79";"Musterstrasse 81";"73728";"Esslingen am Neckar";"Sulzgries";"48.69561827358945";"9.278338459978336";"nein";"nein";"ja";"ja";"DRK";"Kommunaler Bereitschaftsdienst";"2025-11-14";"niedrig";"Regelbetrieb nach kommunalem Notfallplan"
"NK-0082";"Notfall-Anlaufstelle Berkheim 82";"Notfall-Anlaufstelle";"Buergerhaus";"aktiv";"48";"20";"58";"Musterstrasse 82";"73728";"Esslingen am Neckar";"Berkheim";"48.687597758730135";"9.305056585069199";"ja";"ja";"ja";"ja";"Technisches Hilfswerk";"Amt fuer Bevoelkerungsschutz";"2025-05-04";"mittel";"Zugang ueber Nordseite, Schluessel im Stabsraum hinterlegt"
"NK-0083";"Notfall-Anlaufstelle Waldacker 83";"Notfall-Anlaufstelle";"Buergerhaus";"aktiv";"178";"26";"85";"Musterstrasse 83";"73728";"Esslingen am Neckar";"Waldacker";"48.71696266847775";"9.31930989624993";"ja";"ja";"ja";"ja";"Gebaeudemanagement";"Kommunaler Bereitschaftsdienst";"2026-03-20";"mittel";"Regelbetrieb nach kommunalem Notfallplan"
"NK-0084";"Notfall-Anlaufstelle Auenfeld 84";"Notfall-Anlaufstelle";"Buergerhaus";"ausser Betrieb";"141";"0";"100";"Musterstrasse 84";"73728";"Esslingen am Neckar";"Auenfeld";"48.714356799437155";"9.35345896882822";"ja";"ja";"ja";"ja";"Ordnungsamt";"Kommunaler Bereitschaftsdienst";"2026-03-30";"mittel";"Regelbetrieb nach kommunalem Notfallplan"
"NK-0085";"Notfall-Anlaufstelle Mitte 85";"Notfall-Anlaufstelle";"Buergerhaus";"aktiv";"296";"88";"70";"Musterstrasse 85";"73728";"Esslingen am Neckar";"Mitte";"48.76900847519993";"9.288948882102314";"ja";"nein";"ja";"ja";"Stadtverwaltung";"Amt fuer Bevoelkerungsschutz";"2025-10-22";"hoch";"Regelbetrieb nach kommunalem Notfallplan"
"NK-0086";"Notfall-Anlaufstelle Nord 86";"Notfall-Anlaufstelle";"Buergerhaus";"aktiv";"236";"173";"27";"Musterstrasse 86";"73728";"Esslingen am Neckar";"Nord";"48.76022116460421";"9.272798170757852";"nein";"ja";"ja";"ja";"Feuerwehr";"Kommunaler Bereitschaftsdienst";"2026-04-09";"niedrig";"Regelbetrieb nach kommunalem Notfallplan"
"NK-0087";"Notfall-Anlaufstelle Sued 87";"Notfall-Anlaufstelle";"Buergerhaus";"aktiv";"322";"110";"66";"Musterstrasse 87";"73728";"Esslingen am Neckar";"Sued";"48.74186644526185";"9.286650036908936";"ja";"ja";"ja";"ja";"DRK";"Kommunaler Bereitschaftsdienst";"2026-01-25";"mittel";"Regelbetrieb nach kommunalem Notfallplan"
"NK-0088";"Notfall-Anlaufstelle Weststadt 88";"Notfall-Anlaufstelle";"Buergerhaus";"aktiv";"91";"71";"22";"Musterstrasse 88";"73728";"Esslingen am Neckar";"Weststadt";"48.72443452101118";"9.274543819850006";"ja";"ja";"ja";"ja";"Technisches Hilfswerk";"Amt fuer Bevoelkerungsschutz";"2025-05-25";"mittel";"Regelbetrieb nach kommunalem Notfallplan"
"NK-0089";"Notfall-Anlaufstelle Oberdorf 89";"Notfall-Anlaufstelle";"Buergerhaus";"aktiv";"281";"228";"19";"Musterstrasse 89";"73728";"Esslingen am Neckar";"Oberdorf";"48.70741474915569";"9.284861426923863";"ja";"nein";"ja";"ja";"Gebaeudemanagement";"Kommunaler Bereitschaftsdienst";"2026-04-13";"mittel";"Regelbetrieb nach kommunalem Notfallplan"
"NK-0090";"Notfall-Anlaufstelle Pliensauvorstadt 90";"Notfall-Anlaufstelle";"Buergerhaus";"aktiv";"98";"18";"82";"Musterstrasse 90";"73728";"Esslingen am Neckar";"Pliensauvorstadt";"48.69192217960365";"9.304833499056146";"ja";"ja";"ja";"ja";"Ordnungsamt";"Kommunaler Bereitschaftsdienst";"2026-03-27";"mittel";"Regelbetrieb nach kommunalem Notfallplan"
"NK-0091";"Notfall-Anlaufstelle Zell 91";"Notfall-Anlaufstelle";"Buergerhaus";"aktiv";"320";"38";"88";"Musterstrasse 91";"73728";"Esslingen am Neckar";"Zell";"48.70421152695884";"9.32664208888801";"nein";"ja";"ja";"ja";"Stadtverwaltung";"Amt fuer Bevoelkerungsschutz";"2025-03-26";"niedrig";"Zugang ueber Nordseite, Schluessel im Stabsraum hinterlegt"
"NK-0092";"Notfall-Anlaufstelle Obertal 92";"Notfall-Anlaufstelle";"Buergerhaus";"aktiv";"235";"31";"87";"Musterstrasse 92";"73728";"Esslingen am Neckar";"Obertal";"48.73005925929289";"9.325422094468998";"ja";"ja";"ja";"ja";"Feuerwehr";"Kommunaler Bereitschaftsdienst";"2026-03-17";"hoch";"Regelbetrieb nach kommunalem Notfallplan"
"NK-0093";"Notfall-Anlaufstelle Sulzgries 93";"Notfall-Anlaufstelle";"Buergerhaus";"aktiv";"189";"47";"75";"Musterstrasse 93";"73728";"Esslingen am Neckar";"Sulzgries";"48.74211589551891";"9.33348299269368";"ja";"nein";"ja";"ja";"DRK";"Kommunaler Bereitschaftsdienst";"2025-03-31";"mittel";"Regelbetrieb nach kommunalem Notfallplan"
"NK-0094";"Notfall-Anlaufstelle Berkheim 94";"Notfall-Anlaufstelle";"Buergerhaus";"aktiv";"130";"50";"62";"Musterstrasse 94";"73728";"Esslingen am Neckar";"Berkheim";"48.75894267113727";"9.333553746757119";"ja";"ja";"ja";"ja";"Technisches Hilfswerk";"Amt fuer Bevoelkerungsschutz";"2026-05-08";"mittel";"Regelbetrieb nach kommunalem Notfallplan"
"NK-0095";"Notfall-Anlaufstelle Waldacker 95";"Notfall-Anlaufstelle";"Buergerhaus";"aktiv";"339";"130";"62";"Musterstrasse 95";"73728";"Esslingen am Neckar";"Waldacker";"48.78675751527803";"9.329942667158221";"ja";"ja";"ja";"ja";"Gebaeudemanagement";"Kommunaler Bereitschaftsdienst";"2025-09-14";"mittel";"Regelbetrieb nach kommunalem Notfallplan"
"NK-0096";"Notfall-Anlaufstelle Auenfeld 96";"Notfall-Anlaufstelle";"Buergerhaus";"ausser Betrieb";"325";"0";"100";"Musterstrasse 96";"73728";"Esslingen am Neckar";"Auenfeld";"48.77080113963898";"9.304302961951162";"nein";"ja";"ja";"ja";"Ordnungsamt";"Kommunaler Bereitschaftsdienst";"2026-01-01";"niedrig";"Regelbetrieb nach kommunalem Notfallplan"
"NK-0097";"Notfall-Anlaufstelle Mitte 97";"Notfall-Anlaufstelle";"Buergerhaus";"eingeschraenkt";"227";"175";"23";"Musterstrasse 97";"73728";"Esslingen am Neckar";"Mitte";"48.715503639293146";"9.289360117223014";"ja";"nein";"ja";"ja";"Stadtverwaltung";"Amt fuer Bevoelkerungsschutz";"2025-09-09";"mittel";"Regelbetrieb nach kommunalem Notfallplan"
"NK-0098";"Notfall-Anlaufstelle Nord 98";"Notfall-Anlaufstelle";"Buergerhaus";"eingeschraenkt";"81";"41";"49";"Musterstrasse 98";"73728";"Esslingen am Neckar";"Nord";"48.71205091391217";"9.304627939338237";"ja";"ja";"ja";"ja";"Feuerwehr";"Kommunaler Bereitschaftsdienst";"2025-12-24";"mittel";"Regelbetrieb nach kommunalem Notfallplan"
"NK-0099";"Notfall-Anlaufstelle Sued 99";"Notfall-Anlaufstelle";"Buergerhaus";"ausser Betrieb";"203";"0";"100";"Musterstrasse 99";"73728";"Esslingen am Neckar";"Sued";"48.726636718493516";"9.313450362288123";"ja";"ja";"ja";"ja";"DRK";"Kommunaler Bereitschaftsdienst";"2025-09-15";"hoch";"Regelbetrieb nach kommunalem Notfallplan"
"NK-0100";"Notfall-Anlaufstelle Weststadt 100";"Notfall-Anlaufstelle";"Buergerhaus";"geplant";"264";"54";"80";"Musterstrasse 100";"73728";"Esslingen am Neckar";"Weststadt";"48.73121488128651";"9.323227618206651";"ja";"ja";"ja";"ja";"Technisches Hilfswerk";"Amt fuer Bevoelkerungsschutz";"2025-07-26";"mittel";"Zugang ueber Nordseite, Schluessel im Stabsraum hinterlegt"
"NK-0101";"Notfall-Anlaufstelle Oberdorf 101";"Notfall-Anlaufstelle";"Buergerhaus";"aktiv";"224";"71";"68";"Musterstrasse 101";"73728";"Esslingen am Neckar";"Oberdorf";"48.74206113461901";"9.347698985655377";"nein";"nein";"ja";"ja";"Gebaeudemanagement";"Kommunaler Bereitschaftsdienst";"2026-03-07";"niedrig";"Regelbetrieb nach kommunalem Notfallplan"
"NK-0102";"Notfall-Anlaufstelle Pliensauvorstadt 102";"Notfall-Anlaufstelle";"Buergerhaus";"aktiv";"230";"182";"21";"Musterstrasse 102";"73728";"Esslingen am Neckar";"Pliensauvorstadt";"48.75485166446656";"9.326792794606199";"ja";"ja";"ja";"ja";"Ordnungsamt";"Kommunaler Bereitschaftsdienst";"2026-05-02";"mittel";"Regelbetrieb nach kommunalem Notfallplan"
"NK-0103";"Notfall-Anlaufstelle Zell 103";"Notfall-Anlaufstelle";"Buergerhaus";"aktiv";"222";"84";"62";"Musterstrasse 103";"73728";"Esslingen am Neckar";"Zell";"48.76221957910294";"9.31618009007149";"ja";"ja";"ja";"ja";"Stadtverwaltung";"Amt fuer Bevoelkerungsschutz";"2026-01-11";"mittel";"Regelbetrieb nach kommunalem Notfallplan"
"NK-0104";"Notfall-Anlaufstelle Obertal 104";"Notfall-Anlaufstelle";"Buergerhaus";"aktiv";"199";"39";"80";"Musterstrasse 104";"73728";"Esslingen am Neckar";"Obertal";"48.769451404524446";"9.304419773607885";"ja";"ja";"ja";"ja";"Feuerwehr";"Kommunaler Bereitschaftsdienst";"2025-10-29";"mittel";"Regelbetrieb nach kommunalem Notfallplan"
"NK-0105";"Notfall-Anlaufstelle Sulzgries 105";"Notfall-Anlaufstelle";"Buergerhaus";"aktiv";"114";"27";"76";"Musterstrasse 105";"73728";"Esslingen am Neckar";"Sulzgries";"48.785686240967344";"9.278881664607718";"ja";"nein";"ja";"ja";"DRK";"Kommunaler Bereitschaftsdienst";"2025-12-16";"mittel";"Regelbetrieb nach kommunalem Notfallplan"
"NK-0106";"Notfall-Anlaufstelle Berkheim 106";"Notfall-Anlaufstelle";"Buergerhaus";"aktiv";"135";"26";"81";"Musterstrasse 106";"73728";"Esslingen am Neckar";"Berkheim";"48.75520291346014";"9.281104552238036";"nein";"ja";"ja";"ja";"Technisches Hilfswerk";"Amt fuer Bevoelkerungsschutz";"2026-05-03";"hoch";"Regelbetrieb nach kommunalem Notfallplan"
"NK-0107";"Notfall-Anlaufstelle Waldacker 107";"Notfall-Anlaufstelle";"Buergerhaus";"aktiv";"217";"81";"63";"Musterstrasse 107";"73728";"Esslingen am Neckar";"Waldacker";"48.74139312090839";"9.25035532840117";"ja";"ja";"ja";"ja";"Gebaeudemanagement";"Kommunaler Bereitschaftsdienst";"2026-01-16";"mittel";"Regelbetrieb nach kommunalem Notfallplan"
"NK-0108";"Notfall-Anlaufstelle Auenfeld 108";"Notfall-Anlaufstelle";"Buergerhaus";"ausser Betrieb";"204";"0";"100";"Musterstrasse 108";"73728";"Esslingen am Neckar";"Auenfeld";"48.72713590423607";"9.279624236677336";"ja";"ja";"ja";"ja";"Ordnungsamt";"Kommunaler Bereitschaftsdienst";"2025-04-02";"mittel";"Regelbetrieb nach kommunalem Notfallplan"
"NK-0109";"Notfall-Anlaufstelle Mitte 109";"Notfall-Anlaufstelle";"Buergerhaus";"aktiv";"204";"111";"46";"Musterstrasse 109";"73728";"Esslingen am Neckar";"Mitte";"48.7419";"9.345744696421923";"ja";"nein";"ja";"ja";"Stadtverwaltung";"Amt fuer Bevoelkerungsschutz";"2026-05-12";"mittel";"Zugang ueber Nordseite, Schluessel im Stabsraum hinterlegt"
"NK-0110";"Notfall-Anlaufstelle Nord 110";"Notfall-Anlaufstelle";"Buergerhaus";"aktiv";"224";"87";"61";"Musterstrasse 110";"73728";"Esslingen am Neckar";"Nord";"48.755539468473934";"9.328173365414616";"ja";"ja";"ja";"ja";"Feuerwehr";"Kommunaler Bereitschaftsdienst";"2025-12-08";"mittel";"Regelbetrieb nach kommunalem Notfallplan"
"NK-0111";"Notfall-Anlaufstelle Sued 111";"Notfall-Anlaufstelle";"Buergerhaus";"aktiv";"102";"24";"76";"Musterstrasse 111";"73728";"Esslingen am Neckar";"Sued";"48.779084687274455";"9.325976052011809";"nein";"ja";"ja";"ja";"DRK";"Kommunaler Bereitschaftsdienst";"2025-08-19";"niedrig";"Regelbetrieb nach kommunalem Notfallplan"
"NK-0112";"Notfall-Anlaufstelle Weststadt 112";"Notfall-Anlaufstelle";"Buergerhaus";"aktiv";"308";"234";"24";"Musterstrasse 112";"73728";"Esslingen am Neckar";"Weststadt";"48.77191573398185";"9.304515875486373";"ja";"ja";"ja";"ja";"Technisches Hilfswerk";"Amt fuer Bevoelkerungsschutz";"2026-02-05";"mittel";"Regelbetrieb nach kommunalem Notfallplan"
"NK-0113";"Notfall-Anlaufstelle Oberdorf 113";"Notfall-Anlaufstelle";"Buergerhaus";"aktiv";"44";"5";"89";"Musterstrasse 113";"73728";"Esslingen am Neckar";"Oberdorf";"48.76207568016261";"9.292850821868997";"ja";"nein";"ja";"ja";"Gebaeudemanagement";"Kommunaler Bereitschaftsdienst";"2026-05-09";"hoch";"Regelbetrieb nach kommunalem Notfallplan"
"NK-0114";"Notfall-Anlaufstelle Pliensauvorstadt 114";"Notfall-Anlaufstelle";"Buergerhaus";"aktiv";"236";"34";"86";"Musterstrasse 114";"73728";"Esslingen am Neckar";"Pliensauvorstadt";"48.75686742539135";"9.278393716948194";"ja";"ja";"ja";"ja";"Ordnungsamt";"Kommunaler Bereitschaftsdienst";"2026-03-12";"mittel";"Regelbetrieb nach kommunalem Notfallplan"
"NK-0115";"Notfall-Anlaufstelle Zell 115";"Notfall-Anlaufstelle";"Buergerhaus";"aktiv";"91";"47";"48";"Musterstrasse 115";"73728";"Esslingen am Neckar";"Zell";"48.74175783158443";"9.279237263035848";"ja";"ja";"ja";"ja";"Stadtverwaltung";"Amt fuer Bevoelkerungsschutz";"2025-07-06";"mittel";"Regelbetrieb nach kommunalem Notfallplan"
"NK-0116";"Notfall-Anlaufstelle Obertal 116";"Notfall-Anlaufstelle";"Buergerhaus";"eingeschraenkt";"155";"41";"74";"Musterstrasse 116";"73728";"Esslingen am Neckar";"Obertal";"48.718593883452534";"9.264835450445625";"nein";"ja";"ja";"ja";"Feuerwehr";"Kommunaler Bereitschaftsdienst";"2025-07-23";"niedrig";"Regelbetrieb nach kommunalem Notfallplan"
"NK-0117";"Notfall-Anlaufstelle Sulzgries 117";"Notfall-Anlaufstelle";"Buergerhaus";"eingeschraenkt";"265";"220";"17";"Musterstrasse 117";"73728";"Esslingen am Neckar";"Sulzgries";"48.718450826151965";"9.291294285947275";"ja";"nein";"ja";"ja";"DRK";"Kommunaler Bereitschaftsdienst";"2025-07-10";"mittel";"Regelbetrieb nach kommunalem Notfallplan"
"NK-0118";"Notfall-Anlaufstelle Berkheim 118";"Notfall-Anlaufstelle";"Buergerhaus";"eingeschraenkt";"58";"16";"72";"Musterstrasse 118";"73728";"Esslingen am Neckar";"Berkheim";"48.69407956134133";"9.305002084661398";"ja";"ja";"ja";"ja";"Technisches Hilfswerk";"Amt fuer Bevoelkerungsschutz";"2025-10-06";"mittel";"Zugang ueber Nordseite, Schluessel im Stabsraum hinterlegt"
"NK-0119";"Notfall-Anlaufstelle Waldacker 119";"Notfall-Anlaufstelle";"Buergerhaus";"ausser Betrieb";"179";"0";"100";"Musterstrasse 119";"73728";"Esslingen am Neckar";"Waldacker";"48.709436370362496";"9.323749467674103";"ja";"ja";"ja";"ja";"Gebaeudemanagement";"Kommunaler Bereitschaftsdienst";"2025-12-10";"mittel";"Regelbetrieb nach kommunalem Notfallplan"
"NK-0120";"Notfall-Anlaufstelle Auenfeld 120";"Notfall-Anlaufstelle";"Buergerhaus";"ausser Betrieb";"219";"0";"100";"Musterstrasse 120";"73728";"Esslingen am Neckar";"Auenfeld";"48.7149296040454";"9.352442868958656";"ja";"ja";"ja";"ja";"Ordnungsamt";"Kommunaler Bereitschaftsdienst";"2025-11-01";"hoch";"Regelbetrieb nach kommunalem Notfallplan"
"NK-0121";"Notfall-Anlaufstelle Mitte 121";"Notfall-Anlaufstelle";"Buergerhaus";"aktiv";"100";"53";"47";"Musterstrasse 1";"73728";"Esslingen am Neckar";"Mitte";"48.777255313758126";"9.284187557770881";"nein";"nein";"ja";"ja";"Stadtverwaltung";"Amt fuer Bevoelkerungsschutz";"2026-04-23";"niedrig";"Regelbetrieb nach kommunalem Notfallplan"
"NK-0122";"Notfall-Anlaufstelle Nord 122";"Notfall-Anlaufstelle";"Buergerhaus";"aktiv";"297";"210";"29";"Musterstrasse 2";"73728";"Esslingen am Neckar";"Nord";"48.75653594520785";"9.279194964875174";"ja";"ja";"ja";"ja";"Feuerwehr";"Kommunaler Bereitschaftsdienst";"2025-08-29";"mittel";"Regelbetrieb nach kommunalem Notfallplan"
"NK-0123";"Notfall-Anlaufstelle Sued 123";"Notfall-Anlaufstelle";"Buergerhaus";"aktiv";"42";"33";"21";"Musterstrasse 3";"73728";"Esslingen am Neckar";"Sued";"48.74181774490351";"9.260597989331792";"ja";"ja";"ja";"ja";"DRK";"Kommunaler Bereitschaftsdienst";"2025-09-21";"mittel";"Regelbetrieb nach kommunalem Notfallplan"
"NK-0124";"Notfall-Anlaufstelle Weststadt 124";"Notfall-Anlaufstelle";"Buergerhaus";"aktiv";"173";"62";"64";"Musterstrasse 4";"73728";"Esslingen am Neckar";"Weststadt";"48.73297258918365";"9.289236901859898";"ja";"ja";"ja";"ja";"Technisches Hilfswerk";"Amt fuer Bevoelkerungsschutz";"2025-05-25";"mittel";"Regelbetrieb nach kommunalem Notfallplan"
"NK-0125";"Notfall-Anlaufstelle Oberdorf 125";"Notfall-Anlaufstelle";"Buergerhaus";"aktiv";"176";"125";"29";"Musterstrasse 5";"73728";"Esslingen am Neckar";"Oberdorf";"48.71670994254873";"9.290181784165101";"ja";"nein";"ja";"ja";"Gebaeudemanagement";"Kommunaler Bereitschaftsdienst";"2026-02-24";"mittel";"Regelbetrieb nach kommunalem Notfallplan"
"NK-0126";"Notfall-Anlaufstelle Pliensauvorstadt 126";"Notfall-Anlaufstelle";"Buergerhaus";"aktiv";"316";"217";"31";"Musterstrasse 6";"73728";"Esslingen am Neckar";"Pliensauvorstadt";"48.71807232493288";"9.304711324175289";"nein";"ja";"ja";"ja";"Ordnungsamt";"Kommunaler Bereitschaftsdienst";"2025-05-10";"niedrig";"Regelbetrieb nach kommunalem Notfallplan"
"NK-0127";"Notfall-Anlaufstelle Zell 127";"Notfall-Anlaufstelle";"Buergerhaus";"aktiv";"183";"152";"17";"Musterstrasse 7";"73728";"Esslingen am Neckar";"Zell";"48.722854906886546";"9.3157385153447";"ja";"ja";"ja";"ja";"Stadtverwaltung";"Amt fuer Bevoelkerungsschutz";"2025-11-24";"hoch";"Zugang ueber Nordseite, Schluessel im Stabsraum hinterlegt"
"NK-0128";"Notfall-Anlaufstelle Obertal 128";"Notfall-Anlaufstelle";"Buergerhaus";"aktiv";"167";"36";"78";"Musterstrasse 8";"73728";"Esslingen am Neckar";"Obertal";"48.72403218816004";"9.33602077639302";"ja";"ja";"ja";"ja";"Feuerwehr";"Kommunaler Bereitschaftsdienst";"2025-12-07";"mittel";"Regelbetrieb nach kommunalem Notfallplan"
"NK-0129";"Notfall-Anlaufstelle Sulzgries 129";"Notfall-Anlaufstelle";"Buergerhaus";"aktiv";"281";"184";"35";"Musterstrasse 9";"73728";"Esslingen am Neckar";"Sulzgries";"48.742100017521224";"9.331358798114323";"ja";"nein";"ja";"ja";"DRK";"Kommunaler Bereitschaftsdienst";"2025-12-11";"mittel";"Regelbetrieb nach kommunalem Notfallplan"
"NK-0130";"Notfall-Anlaufstelle Berkheim 130";"Notfall-Anlaufstelle";"Buergerhaus";"aktiv";"113";"93";"18";"Musterstrasse 10";"73728";"Esslingen am Neckar";"Berkheim";"48.76022384897088";"9.335730336227538";"ja";"ja";"ja";"ja";"Technisches Hilfswerk";"Amt fuer Bevoelkerungsschutz";"2025-07-02";"mittel";"Regelbetrieb nach kommunalem Notfallplan"
"NK-0131";"Notfall-Anlaufstelle Waldacker 131";"Notfall-Anlaufstelle";"Buergerhaus";"aktiv";"261";"147";"44";"Musterstrasse 11";"73728";"Esslingen am Neckar";"Waldacker";"48.7761070004647";"9.323925560541747";"nein";"ja";"ja";"ja";"Gebaeudemanagement";"Kommunaler Bereitschaftsdienst";"2025-08-25";"niedrig";"Regelbetrieb nach kommunalem Notfallplan"
"NK-0132";"Notfall-Anlaufstelle Auenfeld 132";"Notfall-Anlaufstelle";"Buergerhaus";"ausser Betrieb";"236";"0";"100";"Musterstrasse 12";"73728";"Esslingen am Neckar";"Auenfeld";"48.77738373969124";"9.304235307779035";"ja";"ja";"ja";"ja";"Ordnungsamt";"Kommunaler Bereitschaftsdienst";"2025-07-28";"mittel";"Regelbetrieb nach kommunalem Notfallplan"
"NK-0133";"Notfall-Anlaufstelle Mitte 133";"Notfall-Anlaufstelle";"Buergerhaus";"aktiv";"318";"43";"86";"Musterstrasse 13";"73728";"Esslingen am Neckar";"Mitte";"48.72612686232941";"9.295493412474748";"ja";"nein";"ja";"ja";"Stadtverwaltung";"Amt fuer Bevoelkerungsschutz";"2025-12-22";"mittel";"Regelbetrieb nach kommunalem Notfallplan"
"NK-0134";"Notfall-Anlaufstelle Nord 134";"Notfall-Anlaufstelle";"Buergerhaus";"aktiv";"100";"73";"27";"Musterstrasse 14";"73728";"Esslingen am Neckar";"Nord";"48.70620182568223";"9.30463341420115";"ja";"ja";"ja";"ja";"Feuerwehr";"Kommunaler Bereitschaftsdienst";"2025-03-30";"hoch";"Regelbetrieb nach kommunalem Notfallplan"
